"eventID","occurrenceID","organismQuantity","organismQuantityType","occurrenceStatus","basisOfRecord","scientificName","kingdom","phylum","class","order","family","genus","genericName","specificEpithet","taxonRank","vernacularName","taxonomicStatus"
"BUU-2010-FICHYP","BUU-2010-FICHYP_1",40,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"BUU-2010-PARMAJ","BUU-2010-PARMAJ_1",85,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"BUU-2010-PERATE","BUU-2010-PERATE_1",2,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"BUU-2010-SITEUR","BUU-2010-SITEUR_1",8,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"BUU-2011-CYACAE","BUU-2011-CYACAE_1",39,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"BUU-2011-FICHYP","BUU-2011-FICHYP_1",58,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"BUU-2011-PARMAJ","BUU-2011-PARMAJ_1",91,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"BUU-2011-PERATE","BUU-2011-PERATE_1",1,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"BUU-2011-SITEUR","BUU-2011-SITEUR_1",8,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"BUU-2012-CYACAE","BUU-2012-CYACAE_1",48,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"BUU-2012-FICHYP","BUU-2012-FICHYP_1",39,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"BUU-2012-PARMAJ","BUU-2012-PARMAJ_1",129,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"BUU-2012-PERATE","BUU-2012-PERATE_1",1,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"BUU-2012-SITEUR","BUU-2012-SITEUR_1",12,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"BUU-2013-CYACAE","BUU-2013-CYACAE_1",21,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"BUU-2013-FICHYP","BUU-2013-FICHYP_1",36,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"BUU-2013-PARMAJ","BUU-2013-PARMAJ_1",72,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"BUU-2013-PERATE","BUU-2013-PERATE_1",1,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"BUU-2013-SITEUR","BUU-2013-SITEUR_1",3,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"BUU-2014-CYACAE","BUU-2014-CYACAE_1",33,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"BUU-2014-FICHYP","BUU-2014-FICHYP_1",18,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"BUU-2014-PARMAJ","BUU-2014-PARMAJ_1",60,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"BUU-2014-PERATE","BUU-2014-PERATE_1",1,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"BUU-2014-SITEUR","BUU-2014-SITEUR_1",2,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"BUU-2016-CYACAE","BUU-2016-CYACAE_1",5,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"BUU-2016-FICHYP","BUU-2016-FICHYP_1",14,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"BUU-2017-FICHYP","BUU-2017-FICHYP_1",14,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-1955-PARMAJ","HOG-1955-PARMAJ_1",11,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1955-PERATE","HOG-1955-PERATE_1",3,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1956-PARMAJ","HOG-1956-PARMAJ_1",9,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1956-PERATE","HOG-1956-PERATE_1",7,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1957-PARMAJ","HOG-1957-PARMAJ_1",59,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1957-PERATE","HOG-1957-PERATE_1",6,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1958-PARMAJ","HOG-1958-PARMAJ_1",31,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1958-PERATE","HOG-1958-PERATE_1",1,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1959-FICHYP","HOG-1959-FICHYP_1",2,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-1959-PARMAJ","HOG-1959-PARMAJ_1",88,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1959-PERATE","HOG-1959-PERATE_1",9,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1960-CYACAE","HOG-1960-CYACAE_1",17,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-1960-PARMAJ","HOG-1960-PARMAJ_1",75,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1960-PERATE","HOG-1960-PERATE_1",2,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1961-CYACAE","HOG-1961-CYACAE_1",33,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-1961-PARMAJ","HOG-1961-PARMAJ_1",146,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1961-PERATE","HOG-1961-PERATE_1",7,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1961-PHOPHO","HOG-1961-PHOPHO_1",3,"breeding pairs","present","HumanObservation","Phoenicurus phoenicurus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus","Phoenicurus","phoenicurus","species","Common redstart","accepted"
"HOG-1961-SITEUR","HOG-1961-SITEUR_1",2,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-1962-CYACAE","HOG-1962-CYACAE_1",26,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-1962-FICHYP","HOG-1962-FICHYP_1",1,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-1962-PARMAJ","HOG-1962-PARMAJ_1",64,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1962-PERATE","HOG-1962-PERATE_1",10,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1962-PHOPHO","HOG-1962-PHOPHO_1",7,"breeding pairs","present","HumanObservation","Phoenicurus phoenicurus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus","Phoenicurus","phoenicurus","species","Common redstart","accepted"
"HOG-1962-SITEUR","HOG-1962-SITEUR_1",2,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-1963-CYACAE","HOG-1963-CYACAE_1",8,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-1963-FICHYP","HOG-1963-FICHYP_1",1,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-1963-PARMAJ","HOG-1963-PARMAJ_1",61,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1963-PERATE","HOG-1963-PERATE_1",10,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1963-PHOPHO","HOG-1963-PHOPHO_1",8,"breeding pairs","present","HumanObservation","Phoenicurus phoenicurus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus","Phoenicurus","phoenicurus","species","Common redstart","accepted"
"HOG-1964-CYACAE","HOG-1964-CYACAE_1",13,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-1964-FICHYP","HOG-1964-FICHYP_1",3,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-1964-PARMAJ","HOG-1964-PARMAJ_1",66,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1964-PERATE","HOG-1964-PERATE_1",28,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1964-PHOPHO","HOG-1964-PHOPHO_1",7,"breeding pairs","present","HumanObservation","Phoenicurus phoenicurus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus","Phoenicurus","phoenicurus","species","Common redstart","accepted"
"HOG-1964-POEPAL","HOG-1964-POEPAL_1",3,"breeding pairs","present","HumanObservation","Poecile palustris (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile","palustris","species","Marsh tit","accepted"
"HOG-1965-CYACAE","HOG-1965-CYACAE_1",25,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-1965-FICHYP","HOG-1965-FICHYP_1",5,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-1965-PARMAJ","HOG-1965-PARMAJ_1",130,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1965-PERATE","HOG-1965-PERATE_1",20,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1965-PHOPHO","HOG-1965-PHOPHO_1",5,"breeding pairs","present","HumanObservation","Phoenicurus phoenicurus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus","Phoenicurus","phoenicurus","species","Common redstart","accepted"
"HOG-1965-POEPAL","HOG-1965-POEPAL_1",4,"breeding pairs","present","HumanObservation","Poecile palustris (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile","palustris","species","Marsh tit","accepted"
"HOG-1965-SITEUR","HOG-1965-SITEUR_1",2,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
"HOG-1966-CYACAE","HOG-1966-CYACAE_1",26,"breeding pairs","present","HumanObservation","Cyanistes caeruleus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes","caeruleus","species","Blue tit","accepted"
"HOG-1966-FICHYP","HOG-1966-FICHYP_1",18,"breeding pairs","present","HumanObservation","Ficedula hypoleuca (Pallas, 1764)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula","hypoleuca","species","Pied flycatcher","accepted"
"HOG-1966-PARMAJ","HOG-1966-PARMAJ_1",85,"breeding pairs","present","HumanObservation","Parus major Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Paridae","Parus","Parus","major","species","Great tit","accepted"
"HOG-1966-PASMON","HOG-1966-PASMON_1",2,"breeding pairs","present","HumanObservation","Passer montanus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer","montanus","species","Eurasian tree sparrow","accepted"
"HOG-1966-PERATE","HOG-1966-PERATE_1",2,"breeding pairs","present","HumanObservation","Periparus ater (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus","ater","species","Coal tit","accepted"
"HOG-1966-PHOPHO","HOG-1966-PHOPHO_1",11,"breeding pairs","present","HumanObservation","Phoenicurus phoenicurus (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus","Phoenicurus","phoenicurus","species","Common redstart","accepted"
"HOG-1966-POEPAL","HOG-1966-POEPAL_1",1,"breeding pairs","present","HumanObservation","Poecile palustris (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile","palustris","species","Marsh tit","accepted"
"HOG-1966-SITEUR","HOG-1966-SITEUR_1",2,"breeding pairs","present","HumanObservation","Sitta europaea Linnaeus, 1758","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta","europaea","species","Eurasian nuthatch","accepted"
